674314254732931072	false
554688527435563008	false
648894687542034432	false
689922870689009664	non-rumor
672432930426372096	false
691027026552229888	non-rumor
763964234774347776	non-rumor
613016993692798977	false
539833716852273152	false
693060960001597440	non-rumor
692368829368918017	non-rumor
699252269414354944	non-rumor
767737100347191297	non-rumor
387041762331471872	false
539115704285270017	false
690915657106526208	non-rumor
693098795022725120	non-rumor
692023855926374400	non-rumor
693673606279229440	non-rumor
524191650420367360	false
645362146415525888	false
690145844318834689	non-rumor
387233034350514176	false
693181857261719553	non-rumor
651825062174195712	false
520244836084228096	false
514495841600811009	false
80080680482123777	false
693586539562037248	non-rumor
661102820976930816	false
766307327922335745	non-rumor
767668607803359234	non-rumor
489802446001434625	false
656202544331517952	false
553040930144792576	false
691351064868732928	non-rumor
514508854990999553	false
693512850539683842	non-rumor
692506143147606016	non-rumor
613294443878305796	false
551117430345711616	false
688281442162352128	non-rumor
693600369281253376	non-rumor
618805892222468096	false
501774251901198336	false
514062859987595264	false
640107106943766528	false
538729383662338049	false
693466451081060353	non-rumor
682895395077373952	non-rumor
767803368081358848	non-rumor
692047663211085825	non-rumor
489798752438583297	false
490080544949276672	false
693355140284334081	non-rumor
523558773345255424	false
693102420688121856	non-rumor
684878165714563072	non-rumor
687274510643511296	non-rumor
504419526998360064	false
534303066867367937	false
688819658057740290	non-rumor
537378640653475841	false
659462980476637184	false
690431187916099584	non-rumor
641430951403343872	false
693523133920342016	non-rumor
501760566160289794	false
692391757775028228	non-rumor
538724882461097986	false
435998882250899456	false
692838430783332357	non-rumor
658065957823324160	false
489794369487380480	false
692082861525078017	non-rumor
495365942726381568	false
693214543615561729	non-rumor
676870737932742656	false
693465666259656705	non-rumor
692892472729415680	non-rumor
675434959939756032	non-rumor
693818562981421056	non-rumor
693925198630821889	non-rumor
658259426172891136	false
489820657291911168	false
693534670428971008	non-rumor
672219174463275008	false
767528171520524288	non-rumor
538166788484509696	false
538760398003253248	false
666810213274689537	false
334722003057647616	false
693160939802214400	non-rumor
369506008172740608	false
765631087867367426	non-rumor
659428447459110912	false
665358434351509504	false
553008832784642048	false
505657661120348163	false
692099058811453440	non-rumor
767768054163996672	non-rumor
561952533942661120	false
642145732435292160	false
693618217667928068	non-rumor
767580827513397252	non-rumor
534763214106820608	false
665575674485211136	false
658786161733734400	false
547509900130021377	false
489833932813516800	false
693811101146963968	non-rumor
507354546041925632	false
693826104633737217	non-rumor
693821069879160832	non-rumor
523123023646175233	false
514540926640087040	false
524289058290159616	false
767541796410839040	non-rumor
516636338679197697	false
676970570160988160	non-rumor
531108688749404160	false
678277910537588737	non-rumor
693141729529184256	non-rumor
766358933296517121	non-rumor
693402634011701248	non-rumor
515918632178577408	false
547158281005719552	false
661120256732041216	false
692374052082708480	non-rumor
766989078294306816	non-rumor
761355585724055553	non-rumor
693476774462820352	non-rumor
489836271049928704	false
687639526282498049	non-rumor
501474962935648256	false
693729678306189313	non-rumor
514483762566922240	false
693443289370882049	non-rumor
690985215691354112	non-rumor
693087220459270144	non-rumor
510286132568150016	false
542600886653292545	false
693471161313816576	non-rumor
766299795833102336	non-rumor
686422922894815233	non-rumor
544457299667202048	false
693804630615166977	non-rumor
568452856224747520	false
689798164287741953	non-rumor
766541461189832704	non-rumor
672513234419638273	false
692405195796529152	non-rumor
693629498177253376	non-rumor
689719109785907200	non-rumor
693893182338289664	non-rumor
693234925252775936	non-rumor
693840291992838147	non-rumor
524227209976745984	false
693853310479155200	non-rumor
524317344730869760	false
692376812022792196	non-rumor
519868410599993344	false
693554344298467328	non-rumor
675193315306905600	false
672632899921833984	false
356297080169447425	false
665302351742275584	non-rumor
693524179597955072	non-rumor
676120162018451456	false
692063305297453060	non-rumor
523555724807262208	false
528240834660298753	false
693629063932596224	non-rumor
692927739066740741	non-rumor
693236688538243074	non-rumor
622891631293935616	false
351767344097398785	false
692932696645865472	non-rumor
767223774072676354	non-rumor
693869818366287872	non-rumor
693265096278163456	non-rumor
761675705956655109	non-rumor
519962130859429888	false
356437941641416705	false
766299560415223808	non-rumor
365052155385749505	false
686421576904916992	non-rumor
686701278785843200	non-rumor
692163879909064704	non-rumor
693091255685787648	non-rumor
766719302401613825	non-rumor
765612862681255936	non-rumor
377002232257855488	false
532559937269166080	false
692826642583019521	non-rumor
693068611951300608	non-rumor
620835698514464768	false
693082547664883712	non-rumor
553960736964476928	false
673686233936072704	false
673581371458199552	false
688004802245214208	non-rumor
514081464171102208	false
519375764165509121	false
767710245779103744	non-rumor
652992524504600576	false
688021039322894336	non-rumor
767218194385866752	non-rumor
652783670370115585	false
765359928361922560	non-rumor
554655549896159233	false
692491478619262976	non-rumor
523535962962280448	false
