4463632388123247	1
4463812289565427	1
4463864542084593	1
4463962899193527	1
4464157032449950	1
4464405754101606	1
4464406538945086	1
4464414549911113	1
4464425057122646	1
4464426155394196	1
4464429045647263	1
4464434150269928	1
4464544371580509	1
4464548373717200	1
4464588995453781	1
4464597853984443	1
4464600864762956	1
4464606091048713	1
4464622066851902	1
4464641235049743	1
4464657034915640	1
4465002524434627	1
4465013860959767	1
4465266631436753	1
4465698426308836	1
4466090010912264	1
4466171908922564	1
4466178346708147	1
4466209929660387	1
4466411679787090	1
4466451207747960	1
4467150859023413	1
4467645782908291	1
4467647159014178	1
4467648903330867	1
4467690675075747	1
4467779174701613	1
4467802263575612	1
4467811239905643	1
4467811973481568	1
4467819280100818	1
4467911940553101	1
4467944107409588	1
4467956598085069	1
4468156439482840	1
4468211465008746	1
4468226094679919	1
4468248122303492	1
4468265240178357	1
4468284466777272	1
4468290891762973	1
4468292070752392	1
4468329533829064	1
4468400484920631	1
4468437151892906	1
4468450380956473	1
4468590218829169	1
4468660947475097	1
4468664931312309	1
4468707273682051	1
4468707352850070	1
4468710095892412	1
4468722858772881	1
4468726328062876	1
4468734179335233	1
4468788181458672	1
4469018251396669	1
4469019241437217	1
4469108794219833	1
4469141572878943	1
4469289933551784	1
4469311550496174	1
4469391297282468	1
4469447743803129	1
4469658306840901	1
4469701126634487	1
4470039111488996	1
4471135989228689	1
4471202221120305	1
4471315618321333	1
4472720135764687	1
4472732185602181	1
4472732978609200	1
4472860678527506	1
4472986851303396	1
4473038315457573	1
4473432114759440	1
4473498166956193	1
4473643621128850	1
4473666744171379	1
4473695546602906	1
4473716186899788	1
4473736830783360	1
4473760385747993	1
4473843516972397	1
4474133725577308	1
4474458733620328	1
4474525762882990	1
4474926621242011	1
4475036943683410	1
4475137715764851	1
4475371032157262	1
4475572442561086	1
4475582803112236	1
4475586367755809	1
4475608987487595	1
4475756648459998	1
4475826093290055	1
4475981962042581	1
4476557164501393	1
4477298525176167	1
4477397665116156	1
4477642529374198	1
4478033416991255	1
4478295876028371	1
4478298455741447	1
4478467829154522	1
4480173858609548	1
4480526889272663	1
4480588809253933	1
4480667049883648	1
4481658415826093	1
4481000438548343	1
4482178933018926	1
4482853075065294	1
4482875883363090	1
4483019752161602	1
4483062220075317	1
4483097879401291	1
4483098303118679	1
4483113847712686	1
4483121754020133	1
4483214284421049	1
4483449521775662	1
4483491313839852	1
4483548738680117	1
4484297988039255	1
4484537956248597	1
4484556310438917	1
4484574153481351	1
4484582995065094	1
4484591757194577	1
4484598198988734	1
4484603798646507	1
4484613327910155	1
4484619271218380	1
4484623058818303	1
4484638460171044	1
4484666205748110	1
4484666294043164	1
4484667338468327	1
4484680805727446	1
4484689815859780	1
4484714221774369	1
4484800548711562	1
4484839317414051	1
4484857625595261	1
4484857780383027	1
4484881444253599	1
4484889917357553	1
4484940625966047	1
4484987392696483	1
4485035925031019	1
4485157124221633	1
4485182318938800	1
4485197225830912	1
4485238309012589	1
4485276510271294	1
4485302334478263	1
4485352738189991	1
4485352918065476	1
4485354545290431	1
4485360207543707	1
4485365895483616	1
4485367635697172	1
4485374582080509	1
4485377286774332	1
4485379027923330	1
4485382487978880	1
4485383364830567	1
4485397436470898	1
4485406877338660	1
4485410866412871	1
4485411264600829	1
4485412099797811	1
4485413886543727	1
4485415891242315	1
4485420207444603	1
4485567305271511	1
4485582195881069	1
4485600192916690	1
4485600893883951	1
4485607659305244	1
4485974379440035	1
4486079195034516	1
4486401313537625	1
4486998842987700	1
4487476947631214	1
4487537659890880	1
4488447228073700	1
4488952616431675	1
4489013237188396	1
4489157537854740	1
4490859091567548	1
4491552103179732	1
4492064438302953	1
4492466662816990	1
4492578093700253	1
4492585202161125	1
4493946904278122	1
4493954462129518	1
4494001190794037	1
4494815544688017	1
4494815821735289	1
4495542212136388	1
4498078633761611	1
4499145345935559	1
4503910855422852	1
4504071794687057	1
4507885043159778	1
4509516492139193	1
4511356205706184	1
4511640840130376	1
4515336689630008	1
4515992963238852	1
4516168721807639	1
4516658696578963	1
4516870659373354	1
4517034363688633	1
4519269801082761	1
4522509053931107	1
4522572057001990	1
4528097137527172	1
4528856666740578	1
4531242467590239	1
4540404948538096	1
4548589575735843	1
4559446409480180	1
4559703759918895	1
4560337782712031	1
4563088190211530	1
4568175029780855	1
4569390626119876	1
4577799795639555	1
4579791313308396	1
4579883420221869	1
4581276139393947	1
4581279331002769	1
4590265098830351	1
4590381138444962	1
4590680704029474	1
4591860767522932	1
4594442604382023	1
4596228279265001	1
4596239821705015	1
4596901020438295	1
4597704145768427	1
4597771745365906	1
4598760108198077	1
4598985530279923	1
4605843058197506	1
4609889253458042	1
4619162436239456	1
4625221644981770	1
4464249138673885	0
4464336942156713	0
4464515700098422	0
4464564969871152	0
4466010440571702	0
4466114690407039	0
4469360112465761	0
4470720304022971	0
4471955065376913	0
4471977496340934	0
4471980285673300	0
4472565487664097	0
4472713080702454	0
4472978626607014	0
4473262521864167	0
4474355230890661	0
4474361593036669	0
4474822996322916	0
4475603157372278	0
4476577444785188	0
4476604405616580	0
4476957166773735	0
4477002364615503	0
4477232984984089	0
4477327721254936	0
4477372520652268	0
4478766988231808	0
4478769534508176	0
4482685080698484	0
4483615033027221	0
4484487541028943	0
4486768130668011	0
4487176584495475	0
4487897078130532	0
4488281678754449	0
4488484192410525	0
4488794990614933	0
4489009420027188	0
4489265197036094	0
4489285497735795	0
4489740521154372	0
4490385542268979	0
4490701830089992	0
4490778896650658	0
4491326705539925	0
4492089494741791	0
4492506555283637	0
4493625926625860	0
4494341336655790	0
4494498492986835	0
4495782637510562	0
4496109395667499	0
4496241549596459	0
4496805343680697	0
4496973060927795	0
4497170465834437	0
4497170785045042	0
4497628278717760	0
4497931690135165	0
4499410154056007	0
4500270560719010	0
4501218221248741	0
4502634520333503	0
4502696264348610	0
4503719197045004	0
4503734166502373	0
4504168209022618	0
4504933230156807	0
4505167028404940	0
4505220208532801	0
4505661612731870	0
4506205269226798	0
4506370877950961	0
4506694443586243	0
4508111417872860	0
4508793629923672	0
4509153941203587	0
4509579998125006	0
4510208002760051	0
4511422678001981	0
4512889979662873	0
4514189789624557	0
4516827146815179	0
4517089380374625	0
4517120912626687	0
4517187128496502	0
4517275144823455	0
4520809899063216	0
4520875271743014	0
4521494053610701	0
4521858127740306	0
4522211450680272	0
4522906124415969	0
4522955915605573	0
4523965613574156	0
4524324604504383	0
4524789782152363	0
4525465689178097	0
4525480054921680	0
4525810008886687	0
4526514051867407	0
4527267218990180	0
4527605937606198	0
4527654013765128	0
4528028677312550	0
4528778473380411	0
4529196074533757	0
4529913200382524	0
4530828207722046	0
4530863137620723	0
4531354912162173	0
4532060339569391	0
4532692739949719	0
4533158638527051	0
4533496602956436	0
4535626734515524	0
4536371110484618	0
4537398573408017	0
4538154235202823	0
4539908553707988	0
4540287161211689	0
4541799371389733	0
4544336132309350	0
4544737966564168	0
4547189773436073	0
4550184329546635	0
4555600799989854	0
4556948822819382	0
4559870256221251	0
4561099782887138	0
4562103773439957	0
4566039038267847	0
4566397012943685	0
4570487524691275	0
4575831822698294	0
4577298344590597	0
4578720935847240	0
4580520102469699	0
4581271537982992	0
4582674394513506	0
4583969091238623	0
4584200818147455	0
4584966258691955	0
4585249637413309	0
4592515539282672	0
4602781358360912	0
4610202004882882	0
